Medio;Dirección;Especialidad;Tipo de medio;Ciudad;Provincia;matched_especialidad;measure value
FM 98.1 - Comunidad;*;Interés general;Radio;Rivera;Buenos Aires;Interés general;0
FM 98.1 - Cristal;*;*;Radio;Berazategui;Buenos Aires;*;0
FM 98.1 - De las Sierras;9 de julio 150 (altos) - (8160) Tornquist - Buenos Aires, Argentina;Interés general;Radio;Tornquist;Buenos Aires;Interés general;0
FM 98.1 - Ganesh;*;Interés general;Radio;San Antonio de Areco;Buenos Aires;Interés general;0
FM 98.1 - Latina;*;Música;Radio;Arrecifes;Buenos Aires;Música;0
FM 98.3 - Eich;*;Interés general;Radio;Ayacucho;Buenos Aires;Interés general;0
FM 98.3 - Frecuencia Arena;Avenida 32 entre 3 y 4, Galería Santa Bárbara Local 3 y 4 - Sta. Teresita - Buenos Aires, Argentina;Interés general;Radio;Santa Teresita;Buenos Aires;Interés general;0
FM 98.3 - Impacto;Alvaro Barros Nº 1250 - (7530) Coronel Pringles - Buenos Aires, Argentina ;Interés general;Radio;Coronel Pringles;Buenos Aires;Interés general;0
FM 98.3 - Mega;*;Música;Radio;Bragado;Buenos Aires;Música;0
FM 98.5 - Juan Calchaquí;Av. 1ro de mayo 221 - Santa Maria - Catamarca, Argentina;Interés general;Radio;Santa María;Catamarca;Interés general;0
FM 98.5 - La 98;*;Interés general;Radio;Coronel Suárez;Buenos Aires;Interés general;0
FM 98.5 - La 98;*;Interés general;Radio;Saladillo;Buenos Aires;Interés general;0
FM 98.5 - Meridiano;*;Interés general;Radio;Coronel Charlone;Buenos Aires;Interés general;0
FM 98.5 - Milagros;*;Interés general;Radio;Villa Gesell;Buenos Aires;Interés general;0
FM 98.5 - Sideral;*;Interés general;Radio;San Vicente;Buenos Aires;Interés general;0
FM 98.5 - Victoria;San Martín 812 - Magdalena - Buenos Aires, Argentina;Interés general;Radio;Magdalena;Buenos Aires;Interés general;0
FM 98.7 - Campo;Calle 22 N° 1315 - (7637) La Dulce - Buenos Aires, Argentina;Interés general;Radio;La Dulce;Buenos Aires;Interés general;0
FM 98.7 - Del Sol;*;Interés general;Radio;Darregueira;Buenos Aires;Interés general;0
FM 98.7 - Gaudí;*;Música;Radio;Bahía Blanca;Buenos Aires;Música;0
FM 98.7 - Impacto;*;*;Radio;Chivilcoy;Buenos Aires;*;0
FM 98.7 - Mágica;*;Interés general;Radio;Miramar;Buenos Aires;Interés general;0
FM 98.7 - Rock Pop;*;Música;Radio;Lincoln;Buenos Aires;Música;0
FM 98.7 - Z98;Santamarina 1360 - (7414) Laprida -  Buenos Aires, Argentina;Interés general;Radio;Laprida;Buenos Aires;Interés general;0
FM 98.9 - Digital;Italia 307, Loc. 4 - San Nicolás - Buenos Aires, Argentina ;Interés general;Radio;San Nicolás;Buenos Aires;Interés general;0
FM 98.9 - Eter;*;Música;Radio;Salto;Buenos Aires;Música;0
FM 98.9 - Fantasía;*;Interés general;Radio;Gonzales Chaves;Buenos Aires;Interés general;0
FM 98.9 - Lider;Avda. Mitre 538 1° piso - Escobar - Buenos Aires, Argentina;Interés general;Radio;Belén de Escobar;Buenos Aires;Interés general;0
FM 98.9 - Power;*;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
FM 98.9 - Quilmes;San Martín 782 - Quilmes Centro - Buenos Aires, Argentina;Interés general;Radio;Quilmes;Buenos Aires;Interés general;0
FM 98.9 - Señal Urbana;*;Interés general;Radio;Verónica;Buenos Aires;Interés general;0
FM 99.1 - Aveyrón;Avenida Casey 561 - (8170) Pigüé - Buenos Aires, Argentina ;Interés general;Radio;Pigué;Buenos Aires;Interés general;0
FM 99.1 - Bendición;*;Interés general;Radio;Necochea;Buenos Aires;Interés general;0
FM 99.1 - Ciudad;Formosa 4922 - Mar del Plata - Buenos Aires, Argentina;Interés general;Radio;Mar del Plata;Buenos Aires;Interés general;0
FM 99.1 - Diez;*;Interés general;Radio;La Plata;Buenos Aires;Interés general;0
FM 99.1 - Mujer;*;Mujer;Radio;San Fernando;Catamarca;Mujer;0
FM 99.3 - Beach;*;*;Radio;San Bernardo;Buenos Aires;*;0
FM 99.3 - Del Este;Calle 138 Nº 1455, 1º Piso - (1884) Berazategui - Buenos Aires, Argentina;*;Radio;Berazategui;Buenos Aires;*;0
FM 99.3 - Kiss;*;Interés general;Radio;Junín;Buenos Aires;Interés general;0
FM 99.3 - Open;*;Música;Radio;Gral. Pacheco;Buenos Aires;Música;0
FM 99.3 - Radio Net;*;Música;Radio;Monte Grande;Buenos Aires;Música;0
FM 99.5 - Maza;Av. Mitre 1044 dto. 304 - San Miguel - Buenos Aires, Argentina ;Música;Radio;San Miguel;Buenos Aires;Música;0
FM 99.5 - Top;*;Interés general;Radio;Necochea;Buenos Aires;Interés general;0
FM 99.7 - Municipal;*;Interés general;Radio;Recreo;Catamarca;Interés general;0
FM 99.7 - OTS Radio;*;Interés general;Radio;Suipacha;Buenos Aires;Interés general;0
FM 99.7 - Raíces;*;Interés general;Radio;Chascomús;Buenos Aires;Interés general;0
FM 99.7 - Vital;Buenos Aires 361 - (6530) Carlos Casares - Buenos Aires, Argentina;Interés general;Radio;Carlos Casares;Buenos Aires;Interés general;0
FM 99.9 - Central;*;Interés general;Radio;Lincoln;Buenos Aires;Interés general;0
FM 99.9 - Estación 99;*;Música;Radio;Bolívar;Buenos Aires;Música;0
FM 99.9 - Flash;*;Interés general;Radio;Pergamino;Buenos Aires;Interés general;0
FM 99.9 - Pop;*;Música;Radio;Azul;Buenos Aires;Música;0
FM 99.9 - Primary;*;Interés general;Radio;Pinamar;Buenos Aires;Interés general;0
FM 99.9 - Radio Cien;*;Interés general;Radio;Monte Hermoso;Buenos Aires;Interés general;0
FM 99.9 - Top;Levalle 1453 - 9 de Julio - Buenos Aires, Argentina.;Interés general;Radio;9 de Julio;Buenos Aires;Interés general;0
FM 99.9 - X99;*;Música;Radio;Bahía Blanca;Buenos Aires;Música;0
FM Bernal;*;Religión;Radio;Bernal;Buenos Aires;Religión;0
Futbol Mil Rayitas;*;Deportes;Digital;Lomas de Zamora;Buenos Aires;Deportes;0
Gaceta Marinera;*;Interés general;Digital;Puerto Belgrano;Buenos Aires;Interés general;0
GC Radio;*;Interés general;Digital;Gonzalez Catán;Buenos Aires;Interés general;0
Glenn Miller Show;*;Entretenimiento;Digital;Martínez;Buenos Aires;Entretenimiento;0
Glorioso Gasolero;*;Deportes;Digital;Temperley;Buenos Aires;Deportes;0
Golazo Deportivo;*;Deportes;Periódico;Lincoln;Buenos Aires;Deportes;0
Golazo Deportivo (Digital);*;Deportes;Digital;Lincoln;Buenos Aires;Deportes;0
Guía Lamadrid;*;Interés general;Digital;Gral. Lamadrid;Buenos Aires;Interés general;0
Guillermo Ortelli;*;Deportes;Digital;Salto;Buenos Aires;Deportes;0
Haciafuera (Digital);*;Turismo;Digital;Mar del Plata;Buenos Aires;Turismo;0
Haciafuera Camping;*;Turismo;Revista;Mar del Plata;Buenos Aires;Turismo;0
Horizonte Rural;*;Agro;Digital;Tres Arroyos;Buenos Aires;Agro;0
iLamadrid;*;Interés general;Digital;Gral. Lamadrid;Buenos Aires;Interés general;0
Imagen (Digital);Irlanda 645 - (2740) Arrecifes - Buenos Aires, Argentina;Interés general;Digital;Arrecifes;Buenos Aires;Interés general;0
Info Ban;*;Interés general;Digital;San Fernando;Buenos Aires;Interés general;0
Info Carmen de Areco;*;Interés general;Digital;Carmen de Areco;Buenos Aires;Interés general;0
Info Olavarría;*;Interés general;Digital;Olavarría;Buenos Aires;Interés general;0
Info Región;*;Interés general;Digital;Lomas de Zamora;Buenos Aires;Interés general;0
Info Sport;*;Deportes;Digital;Saladillo;Buenos Aires;Deportes;0
Informa Junín;*;Interés general;Digital;Junín;Buenos Aires;Interés general;0
Informe Rural;*;Agro;Periodico;Coronel Pringles;Buenos Aires;Agro;0
Informe Rural (Digital);*;Agro;Digital;Coronel Pringles;Buenos Aires;Agro;0
Informe Tricolor;*;Deportes;Digital;San Martín;Buenos Aires;Deportes;0
Intercele;*;Deportes;Digital;Temperley;Buenos Aires;Deportes;0
Jugando Online;*;Entretenimiento;Digital;Villa Adelina;Buenos Aires;Entretenimiento;0
La Brújula;*;Interés general;Digital;Bahía Blanca;Buenos Aires;Interés general;0
La Estación;*;Interés general;Revista;La Plata;Buenos Aires;Interés general;0
La Estación (Digital);*;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
La Marca;Alvear 153 - (6070) Lincoln - Buenos Aires, Argentina ;Interés general;Digital;Lincoln;Buenos Aires;Interés general;0
La Opinión (Digital);*;Interés general;Digital;Hurlingham;Buenos Aires;Interés general;0
La Palabra;*;Interés general;Digital;C. de Patagones;Buenos Aires;Interés general;0
La Posta del Noroeste;*;Interés general;Digital;Lincoln;Buenos Aires;Interés general;0
La Tecla;*;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
LA Un Sentimiento;*;Deportes;Digital;Lomas de Zamora;Buenos Aires;Deportes;0
La Voz Belicha;Bº Pbro. Acevedo Casa Nº 87 - Belén - Catamarca;Interés general;Digital;Belén;Catamarca;Interés general;0
La Voz de Las Heras;Calle Rivadavia 165 - Gral. Las Heras - Buenos Aires, Argentina;Interés general;Digital;Gral Las Heras;Buenos Aires;Interés general;0
Lafe Pasión;*;Deportes;Digital;G. de Laferrere;Buenos Aires;Deportes;0
Las Flores Digital;*;Interés general;Digital;Las Flores;Buenos Aires;Interés general;0
Línea de Juego;*;Deportes;Digital;Tres Arroyos;Buenos Aires;Deportes;0
Lomas Locura;*;Deportes;Digital;Lomas de Zamora;Buenos Aires;Deportes;0
Lomas y su Gente;*;Interés general;Digital;Lomas de Zamora;Buenos Aires;Interés general;0
Maiolandia;*;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
Manuel Alberti;Calle Cattaneo y Mitre - (1667) Manuel Alberti - Buenos Aires, Argentina;Interés general;Digital;Alberti;Buenos Aires;Interés general;0
Manuelita;*;Interés general;Digital;Pehuajó;Buenos Aires;Interés general;0
Mar del Plata  ;*;Turismo;Digital;Mar del Plata;Buenos Aires;Turismo;0
Marca Deportiva;*;Deportes;Digital;Mar del Plata;Buenos Aires;Deportes;0
Master News;*;Interés general;Digital;América;Buenos Aires;Interés general;0
MDP;*;Turismo;Digital;Mar del Plata;Buenos Aires;Turismo;0
Merlo GBA.com;*;Interés general;Digital;Libertad;Buenos Aires;Interés general;0
MI FM;*;Música;Digital;Quilmes;Buenos Aires;Música;0
Monte;*;Interés general;Digital;San Miguel del Monte;Buenos Aires;Interés general;0
Mundo Ascenso;*;Deportes;Digital;San Martín  ;Buenos Aires;Deportes;0
Mundo Chaca;*;Deportes;Digital;San Martín;Buenos Aires;Deportes;0
Norberto Fontana;*;Deportes;Digital;Arrecifes;Buenos Aires;Deportes;0
Noticia en Foto;*;Interés general;Digital;Azul;Buenos Aires;Interés general;0
Noticias;*;Interés general;Digital;Reta;Buenos Aires;Interés general;0
Noticias;*;Interés general;Digital;Mar del Plata;Buenos Aires;Interés general;0
Noticias;*;Interés general;Digital;Chillar;Buenos Aires;Interés general;0
Noticias;*;Interés general;Periódico;Coronel Pringles;Buenos Aires;Interés general;0
Noticias;*;Interés general;Digital;Baradero;Buenos Aires;Interés general;0
Noticias (Digital);*;Interés general;Digital;Coronel Pringles;Buenos Aires;Interés general;0
Noticias Power;*;Interés general;Digital;N. de la Riestra;Buenos Aires;Interés general;0
Noúmeno;*;Cultura;Digital;Junín;Buenos Aires;Cultura;0
Observador Serrano;*;Interés general;Digital;Tornquist;Buenos Aires;Interés general;0
Pergamino Basquet;*;Deportes;Digital;Pergamino;Buenos Aires;Deportes;0
Pick and Roll;*;Deportes;Digital;Mar del Plata;Buenos Aires;Deportes;0
Pigué Online;*;Interés general;Digital;Pigué;Buenos Aires;Interés general;0
Pilar de Todos;*;Interés general;Periódico;Pilar;Buenos Aires;Interés general;0
Pilar de Todos (Digital);*;Interés general;Digital;Pilar;Buenos Aires;Interés general;0
Platense Locura;*;Deportes;Digital;Vicente López;Buenos Aires;Deportes;0
Pregón (Digital);*;Interés general;Periódico;Azul;Buenos Aires;Interés general;0
Prensa Educativa;*;Educación;Digital;Mar del Plata;Buenos Aires;Educación;0
Prensa Local;*;Interés general;Periódico;S. Clara del Mar;Buenos Aires;Interés general;0
Prensa Local (Digital);*;Interés general;Digital;S. Clara del Mar;Buenos Aires;Interés general;0
Pringlesweb;*;Interés general;Digital;Coronel Pringles;Buenos Aires;Interés general;0
Prisma;*;Interés general;Digital;San Justo;Buenos Aires;Interés general;0
Propiedades;*;Propiedades;Digital;La Plata;Buenos Aires;Propiedades;0
Puntaltenses;*;Interés general;Digital;Punta Alta;Buenos Aires;Interés general;0
Punto Mar del Plata;*;Turismo;Digital;Mar del Plata;Buenos Aires;Turismo;0
Quilmes Web;*;Interés general;Digital;Quilmes;Buenos Aires;Interés general;0
QuoruM;*;Interés general;Digital;Quilmes;Buenos Aires;Interés general;0
Racing Club;*;Deportes;Digital;Avellaneda;Buenos Aires;Deportes;0
Racing.com.ar;*;Deportes;Digital;Avellaneda;Buenos Aires;Deportes;0
Radio Luminares;*;*;Digital;Merlo;Buenos Aires;*;0
Radio Mirador;*;*;Digital;Lomas del Mirador;Buenos Aires;*;0
Radio Raíces Argentinas;*;Música;Digital;San Martín;Buenos Aires;Música;0
Realidad Pehuajense;Alsina 961 - Pehuajó - Buenos Aires, Argentina;Interés general;Digital;Pehuajó;Buenos Aires;Interés general;0
Red Azul;Maipu 3737 - Ciudadela - Buenos Aires, Argentina;*;Digital;Ciudadela;Buenos Aires;*;0
Red de Radios;*;Interes general;Digital;La Plata;Buenos Aires;Interés general;1
Renovación;Calle 7 Nº 1532 - 25 de Mayo - Buenos Aires, Argentina       ;Interes general;Digital;25 de Mayo;Buenos Aires;Interés general;1
Reseña Informativa;25 de Mayo 45 - San Andrés de Giles - Buenos Aires, Argentina;Interés general;Digital;San Andrés de Giles;Buenos Aires;Interés general;0
Rimbo Latino;*;Música;Digital;Quilmes;Buenos Aires;Música;0
Rincón Gaucho;*;Folcklore;Digital;Lanús;Buenos Aires;Folclore;1
Rojo News;*;Deportes;Digital;Avellaneda;Buenos Aires;Deportes;0
Salliqueló Digital;*;Interés general;Digital;Salliqueló;Buenos Aires;Interés general;0
San Nicolás Web;*;Interés general;Digital;San Nicolás de los Arroyos;Buenos Aires;Interés general;0
Sangre Funebrera;*;Deportes;Digital;San Martín;Buenos Aires;Deportes;0
Santa Teresita;*;Turismo;Digital;Santa Teresita;Buenos Aires;Turismo;0
Sarmiento Diario;Y Planes 771 - (2752) Capitan Sarmiento - Buenos Aires, Argentina  ;Interés general;Digital;Capitán Sarmiento;Buenos Aires;Interés general;0
Semanario Reflejos (Digital);25 de Mayo y Libertad - (8170) Pigüé - Buenos Aires, Argentina;Interés general;Digital;Pigué;Buenos Aires;Interés general;0
Séptima Digital;*;Interés general;Digital;Gral. Alvear;Buenos Aires;Interés general;0
Si Gesell;*;Interés general;Digital;Villa Gesell;Buenos Aires;Interés general;0
Síntesis de Azul;*;Interés general;Digital;Azul;Buenos Aires;Interés general;0
SOS Planeta;*;*;Digital;9 de Julio;Buenos Aires;*;0
Soy Caseros;*;Deportes;Digital;Caseros;Buenos Aires;Deportes;0
Soy Lujanero;*;Deportes;Digital;Luján;Buenos Aires;Deportes;0
Sport;Córdoba 2149 - Rosario - Santa Fe, Argentina;Deportes;Digital;San Nicolás ;Buenos Aires;Deportes;0
Tandil;*;Interés general;Digital;Tandil;Buenos Aires;Interés general;0
Temperley Histórico;*;Deportes;Digital;Temperley;Buenos Aires;Deportes;0
Temperley Web;*;Deportes;Digital;Temperley;Buenos Aires;Deportes;0
Tigre Visión;*;Deportes;Digital;Tigre;Buenos Aires;Deportes;0
Tigre Visión (Digital);*;Deportes;Periódico;Tigre;Buenos Aires;Deportes;0
Toda Ensenada;*;Interés general;Digital;Ensenada;Buenos Aires;Interés general;0
Todas las Voces;*;Interés general;Digital;Puán;Buenos Aires;Interés general;0
Todo Capilla;*;Interés general;Digital;Capilla del Señor;Buenos Aires;Interés general;0
Treffpunkt Deutsch;*;Informática;Digital;Claypole;Buenos Aires;Informática;0
Trenque Lauquen;*;Interés general;Digital;Trenque Lauquen ;Buenos Aires;Interés general;0
Tribuna (Digital);Paso 425 - (1980) Coronel Brandsen - Buenos Aires, Argentina;Interés general;Digital;Brandsen;Buenos Aires;Interés general;0
Turibaires;*;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
TV Lomas del Mirador;*;Interés general;Televisión;Lomas del Mirador;Buenos Aires;Interés general;0
Un Tunel;*;Cultura;Revista;Caseros;Buenos Aires;Cultura;0
Un Tunel (Digital);*;Cultura;Digital;Caseros;Buenos Aires;Cultura;0
Villegas Digital;Juan Jose Paso 24 - (6230) General Villegas - Buenos Aires, Argentina  ;Interés general;Digital;Gral. Villegas;Buenos Aires;Interés general;0
Viví tu Suerte;*;Entretenimiento;Digital;Villa Adelina;Buenos Aires;Entretenimiento;0
X Amor al Deporte;*;Deportes;Digital;Salto;Buenos Aires;Deportes;0
Zona 31 ;*;Interés general;Televisión;San Martín;Buenos Aires;Interés general;0
Zona Chivilcoy;*;Interés general;Digital;Chivilcoy;Buenos Aires;Interés general;0
3 En el Fondo;*;Deportes;Digital;Colón;Entre Ríos;Deportes;0
ABC 1;*;*;Digital;Concordia;Entre Ríos;*;0
Agencia de Noticias;L Argentino 685, local 1 - (5000) Ciudad de Córdoba - Córdoba, Argentina;Interés general;Digital;Córdoba;Córdoba;Interés general;0
Alta Gama;*;Interés general;Revista;Mendoza;Mendoza;Interés general;0
Alta Gama (Digital);*;Interés general;Digital;Mendoza;Mendoza;Interés general;0
AM 1050 - Rural;*;Interés general;Radio;San Francisco;Córdoba;Interés general;0
AM 1220 - LRC Radio  ;*;Interés general;Radio;Pte. R. Sáenz Peña;Chaco;Interés general;0
AM 1290 - Murialdo;Bandera de los Andes 4420 - (5521) Guaymallén - Mendoza, Argentina;Interés general;Radio;Guaymallén;Mendoza;Interés general;0
AM 1350 - Sucesos;*;Interés general;Radio;Córdoba;Córdoba;Interés general;0
AM 1490 - Vida;Tolosa 2379, Barrio Maipu - Cordoba - Córdoba, Argentina.;Religión;Radio;Córdoba;Córdoba;Religión;0
AM 1580 - Voz de Montiel;*;Interés general;Radio;Villaguay;Entre Ríos;Interés general;0
AM 1610 - Buenas Nuevas;*;Interés general;Radio;Laboulaye;Córdoba;Interés general;0
AM 560 - Nacional  ;*;Interés general;Radio;Esquel;Chubut;Interés general;0
AM 580 - Chubut;Av. Hipólito Yrigoyen 1735 - (9102) Trelew - Chubut, Argentina;Interés general;Radio;Trelew;Chubut;Interés general;0
AM 640 - Patagonia Argentina;Rivadavia 198 - (9000) Comodoro Rivadavia - Chubut, Argentina;Interés general;Radio;Cdro. Rivadavia;Chubut;Interés general;0
AM 750 - Radio Nacional;Santa Rosa 241 - (5000) Córdoba - Córdoba, Argentina ;Interés general;Radio;Córdoba;Córdoba;Interés general;0
AM 780 - Radio 3;25 de mayo 740 - (9100) Trelew - Chubut, Argentina;Interés general;Radio;Trelew;Chubut;Interés general;0
AM 800 - Mocovi;*;Interés general;Radio;Charata;Chaco;Interés general;0
AM 980 - Radio 37;*;Interés general;Radio;General Pico;La Pampa;Interés general;0
Analisis Digital;Libertad 187 - (3100) Paraná - Entre Ríos, Argentina ;Interés general;Digital;Paraná;Entre Ríos;Interés general;0
AP Producciones;*;Interés general;Digital;Godoy Cruz;Mendoza;Interés general;0
Apicultura;*;Agro;Digital;Río Cuarto;Córdoba;Agro;0
Arandú;Av. Las Heras 727 - (3500) Resistencia - Chaco, Argentina;Interés general;Digital;Resistencia;Chaco;Interés general;0
Argentina Forestal;Félix de Azara 1635, 1er. Piso, oficinas 21 y 30 - Posadas - Misiones, Argentina;Agro;Digital;Posadas;Misiones;Agro;0
Auntoque;*;Deportes;Digital;Santa Rosa;La Pampa;Deportes;0
Brown 2000;*;Deportes;Digital;Puerto Madryn;Chubut;Deportes;0
Camarones Online;*;Interés general;Digital;Camarones;Chubut;Interés general;0
Canal 10 - San José;*;Interés general;Televisión;San José;Entre Ríos;Interés general;0
Canal 10 - Santa Rosa - Red Difusora;*;Interés general;Televisión;Santa Rosa;La Pampa;Interés general;0
Canal 11 - Canal NEA TV;*;Interés general;Televisión;Corrientes;Corrientes;Interés general;0
Canal 11 - La Cumbre;*;Interés general;Televisión;La Cumbre;Córdoba;Interés general;0
Canal 11 - Sur TV - Villa Huidobro;*;Interés general;Televisión;Villa Huidobro;Córdoba;Interés general;0
Canal 12 - Madryn TV;Juan B. Justo 456 - Puerto Madryn - Chubut, Argentina;Interés general;Televisión;Puerto Madryn;Chubut;Interés general;0
